1036	2	2
517	3	1
1153	4	1
713	5	2
941	6	1
711	7	2
1003	8	1
1004	8	2
1005	10	1
1152	12	2
787	13	2
617	16	2
967	19	2
707	20	2
1020	21	2
644	22	1
1278	23	1
1155	24	1
1343	26	1
1334	28	2
1333	29	1
717	32	2
944	33	1
935	34	1
788	35	1
718	36	2
618	37	1
1279	38	1
1344	39	2
1345	40	1
714	41	2
1348	42	2
622	43	2
684	45	2
403	46	2
1371	47	2
398	48	2
945	50	2
477	52	2
681	54	2
685	56	1
1101	57	1
402	58	1
686	59	2
486	60	2
487	61	2
645	63	1
1051	65	1
1053	66	1
996	68	1
1033	69	1
1028	70	1
1370	72	2
995	74	1
997	75	1
410	76	1
646	77	1
1030	78	2
1026	79	1
1027	79	2
1054	81	2
411	82	2
715	83	1
934	84	2
724	88	2
682	89	1
479	90	1
1031	92	1
1032	92	2
999	93	1
1058	94	1
712	95	1
1029	96	1
1052	98	2
1010	100	1
1057	105	2
1095	106	2
939	107	1
952	108	2
951	109	1
1092	110	1
1093	111	1
1094	111	2
937	113	1
938	114	2
1280	116	1
897	117	2
1281	118	1
1015	119	2
1282	120	1
1019	121	2
1283	122	1
1017	123	2
1284	128	1
635	129	2
1285	130	1
630	131	2
1286	132	1
636	133	2
1287	134	1
694	135	2
1288	138	1
1050	139	2
1047	141	1
1048	141	2
1045	142	1
1046	142	2
947	143	2
1289	144	1
1290	145	1
1291	146	1
1292	148	1
874	150	2
986	151	2
987	152	2
988	153	2
989	154	2
990	155	2
991	156	2
992	157	2
1082	158	2
1089	159	2
639	161	2
702	162	2
1007	166	1
875	167	2
876	168	2
1350	169	2
335	173	2
880	174	2
720	178	2
473	179	2
338	180	2
339	181	2
556	182	1
555	183	1
554	184	2
553	185	2
552	186	1
551	187	2
550	188	2
1293	189	1
296	190	2
340	191	2
322	192	2
509	194	2
700	195	2
1006	199	1
932	200	1
933	201	2
1000	202	2
1294	203	1
1059	204	1
1060	205	1
1327	206	1
1061	207	2
1062	208	2
1009	209	1
1063	210	2
1064	211	1
1065	212	2
1336	213	1
1335	214	2
1068	215	2
1295	217	1
1070	218	2
1071	219	2
1072	220	2
1073	221	2
994	222	1
1088	224	2
993	225	2
1102	226	2
1087	227	2
1098	234	1
1099	235	2
818	244	1
1297	246	1
1298	247	1
1299	247	2
1300	248	1
1301	248	2
1302	249	1
1303	249	2
1304	250	1
1305	250	2
817	251	1
816	252	1
1306	253	1
1307	253	2
1308	254	1
1309	255	1
1310	256	1
1311	257	1
1312	258	1
1314	261	1
1315	262	1
1316	263	1
1317	265	1
1318	266	1
1319	267	1
1320	268	1
925	269	1
1321	270	1
1322	271	1
1323	272	1
1324	273	1
926	274	2
1075	275	2
1076	276	2
1077	278	1
1325	279	1
1326	279	2
1078	280	1
1079	280	2
1171	545	2
1080	546	2
983	547	2
1090	548	2
1084	549	2
1091	550	2
1117	849	1
1118	850	2
1115	900	1
1368	977	2
1369	978	2
1123	979	2
1124	1064	1
1125	1065	1
1126	1066	1
1127	1068	2
1128	1069	2
1129	1070	2
1130	1071	2
1131	1072	2
1132	1073	2
1133	1076	2
1135	1084	2
1136	1089	1
1137	1094	1
1138	1104	2
1139	1108	2
1140	1112	2
1141	1113	2
1142	1115	2
1143	1118	2
1144	1119	2
1145	1125	1
1146	1128	2
1147	1135	1
1148	1136	1
1149	1139	2
1150	1140	2
1151	1142	2
1177	1281	1
1170	1290	2
1172	1291	2
1173	1292	2
1174	1293	2
1176	1314	2
1175	1321	2
1367	1322	2
1182	1324	2
1183	1325	2
1184	1352	1
1185	1353	1
1261	1354	1
1206	1358	1
1188	1359	1
1189	1360	1
1190	1361	1
1191	1362	1
1192	1363	1
1193	1364	1
1194	1365	1
1195	1366	1
1196	1370	2
1197	1371	2
1198	1372	2
1199	1373	2
1200	1374	2
1201	1375	2
1202	1376	2
1203	1377	2
1204	1378	2
1205	1379	2
1207	1399	1
1208	1400	1
1209	1401	1
1210	1402	1
1211	1403	1
1339	1406	1
1340	1406	2
1238	1407	1
1239	1407	2
1240	1408	1
1241	1408	2
1242	1409	1
1243	1409	2
1244	1410	1
1245	1410	2
1246	1411	1
1247	1411	2
1248	1412	1
1249	1412	2
1373	1413	1
1372	1413	2
1252	1417	1
1253	1418	2
1255	1419	1
1254	1419	2
1256	1420	1
1257	1420	2
1341	1421	1
1342	1421	2
1260	1438	1
1271	1442	1
1270	1443	1
1269	1444	1
1268	1445	1
1267	1446	1
1272	1454	2
1274	1469	1
1275	1472	2
1276	1476	1
1277	1477	2
1328	1480	1
1329	1480	2
1330	1481	1
1331	1481	2
1332	1487	2
1337	1495	2
1338	1496	1
1351	1500	2
1352	1501	2
1353	1502	2
1354	1503	2
1355	1504	2
1356	1505	2
1357	1506	2
1358	1507	2
1359	1508	2
1360	1509	2
1361	1510	2
1362	1511	2
1363	1512	2
1364	1513	2
1365	1514	2
1366	1515	2
